iclabel,glyph,strokeorder,strokecount
A:ucxb--:02457f:𤕿,𤕿,52135121121,11
A:ucxb--:024580:𤖀,𤖀,52133541112,11
A:ucxb--:024581:𤖁,𤖁,52132121112,11
A:ucxb--:024582:𤖂,𤖂,52131251234,11
A:ucxb--:024583:𤖃,𤖃,52132511211,11
A:ucxb--:024584:𤖄,𤖄,521321451132,12
A:ucxb--:024585:𤖅,𤖅,521335412534,12
A:ucxb--:024585:𤖅,𤖅,521335442534,12
A:ucxb--:024586:𤖆,𤖆,521315341534,12
A:ucxb--:024587:𤖇,𤖇,521325111234,12
A:ucxb--:024588:𤖈,𤖈,521321354134,12
A:ucxb--:024589:𤖉,𤖉,521331511234,12
A:ucxb--:02458a:𤖊,𤖊,521321451134,12
A:ucxb--:02458b:𤖋,𤖋,521311251255,12
A:ucxb--:02458c:𤖌,𤖌,5213415331525,13
A:ucxb--:02458d:𤖍,𤖍,5213354531121,13
A:ucxb--:02458e:𤖎,𤖎,5213251113125,13
A:ucxb--:02458f:𤖏,𤖏,52134134131134,14
A:ucxb--:024590:𤖐,𤖐,52131221325112,14
A:ucxb--:024590:𤖐,𤖐,52131221335112,14
A:ucxb--:024591:𤖑,𤖑,52134131251124,14
A:ucxb--:024592:𤖒,𤖒,52135454541234,14
A:ucxb--:024593:𤖓,𤖓,521311212511134,15
A:ucxb--:024594:𤖔,𤖔,521313125125534,15
A:ucxb--:024595:𤖕,𤖕,521335411253511,15
A:ucxb--:024595:𤖕,𤖕,521335441253511,15
A:ucxb--:024596:𤖖,𤖖,5213122112512134,16
A:ucxb--:024597:𤖗,𤖗,521353421215342121,18
A:ucxb--:024598:𤖘,𤖘,5213121222511134,16
A:ucxb--:024599:𤖙,𤖙,5213125351125221,16
A:ucxb--:02459a:𤖚,𤖚,52133134313411111,17
A:ucxb--:02459b:𤖛,𤖛,5213354112425111,16
A:ucxb--:02459b:𤖛,𤖛,5213354412425111,16
A:ucxb--:02459c:𤖜,𤖜,52131452111134154,17
A:ucxb--:02459c:𤖜,𤖜,52131452111134454,17
A:ucxb--:02459d:𤖝,𤖝,52133513344111251,17
A:ucxb--:02459d:𤖝,𤖝,52133513354111251,17
A:ucxb--:02459e:𤖞,𤖞,52132511221111534,17
A:ucxb--:02459e:𤖞,𤖞,5213251122111534,16
A:ucxb--:02459f:𤖟,𤖟,52135132514143112,17
A:ucxb--:0245a0:𤖠,𤖠,5213134342341252511,19
A:ucxb--:0245a1:𤖡,𤖡,5213445134432511234,19
A:ucxb--:0245a2:𤖢,𤖢,52131331234312342121,20
A:ucxb--:0245a3:𤖣,𤖣,5213312343123441252511,22
A:ucxb--:0245a4:𤖤,𤖤,52131252212522125221134,23
A:ucxb--:0245a5:𤖥,𤖥,521314521111251251251122431,27
A:ucxb--:0245a6:𤖦,𤖦,5213145211112512512511234341,28
A:ucxb--:0245a7:𤖧,𤖧,5213134342341343423441252511,28
A:ucxb--:0245a8:𤖨,𤖨,32155,5
A:ucxb--:0245a9:𤖩,𤖩,3215531,7
A:ucxb--:0245aa:𤖪,𤖪,3215525,7
A:ucxb--:0245ab:𤖫,𤖫,3215354,7
A:ucxb--:0245ac:𤖬,𤖬,32153554,8
A:ucxb--:0245ad:𤖭,𤖭,32153453,8
A:ucxb--:0245ad:𤖭,𤖭,32153553,8
A:ucxb--:0245ae:𤖮,𤖮,32153554,8
A:ucxb--:0245af:𤖯,𤖯,32151324,8
A:ucxb--:0245b0:𤖰,𤖰,32155154,8
A:ucxb--:0245b1:𤖱,𤖱,321531234,9
A:ucxb--:0245b2:𤖲,𤖲,321512251,9
A:ucxb--:0245b3:𤖳,𤖳,321514312,9
A:ucxb--:0245b4:𤖴,𤖴,321533124,9
A:ucxb--:0245b5:𤖵,𤖵,321535251,9
A:ucxb--:0245b6:𤖶,𤖶,321512534,9
A:ucxb--:0245b7:𤖷,𤖷,321553254,9
A:ucxb--:0245b8:𤖸,𤖸,321541121,9
A:ucxb--:0245b9:𤖹,𤖹,321541431,9
A:ucxb--:0245ba:𤖺,𤖺,3215135422,10
A:ucxb--:0245bb:𤖻,𤖻,3215354354,10
A:ucxb--:0245bc:𤖼,𤖼,3215333534,10
A:ucxb--:0245bd:𤖽,𤖽,3215325251,10
A:ucxb--:0245be:𤖾,𤖾,3215251251,10
A:ucxb--:0245bf:𤖿,𤖿,3215323515,10
A:ucxb--:0245c0:𤗀,𤗀,32154511534,11
A:ucxb--:0245c1:𤗁,𤗁,32152512134,11
A:ucxb--:0245c2:𤗂,𤗂,32151241344,11
A:ucxb--:0245c3:𤗃,𤗃,32151251124,11
A:ucxb--:0245c4:𤗄,𤗄,32153253541,11
A:ucxb--:0245c5:𤗅,𤗅,32155425115,11
A:ucxb--:0245c5:𤗅,𤗅,32155435115,11
A:ucxb--:0245c6:𤗆,𤗆,32153155414,11
A:ucxb--:0245c7:𤗇,𤗇,321544534121,12
A:ucxb--:0245c7:𤗇,𤗇,321544535121,12
A:ucxb--:0245c8:𤗈,𤗈,321541431531,12
A:ucxb--:0245c9:𤗉,𤗉,321534544544,12
A:ucxb--:0245c9:𤗉,𤗉,321535544544,12
A:ucxb--:0245ca:𤗊,𤗊,321541541234,12
A:ucxb--:0245cb:𤗋,𤗋,321522111111,12
A:ucxb--:0245cc:𤗌,𤗌,321535425121,12
A:ucxb--:0245cd:𤗍,𤗍,321544535455,12
A:ucxb--:0245ce:𤗎,𤗎,321513425115,12
A:ucxb--:0245cf:𤗏,𤗏,321541431251,12
A:ucxb--:0245d0:𤗐,𤗐,321535134153,12
A:ucxb--:0245d1:𤗑,𤗑,321521531535,12
A:ucxb--:0245d2:𤗒,𤗒,321541354153,12
A:ucxb--:0245d3:𤗓,𤗓,321552111534,12
A:ucxb--:0245d4:𤗔,𤗔,414311123215,12
A:ucxb--:0245d5:𤗕,𤗕,321512531535,12
A:ucxb--:0245d6:𤗖,𤗖,321552125221,12
A:ucxb--:0245d7:𤗗,𤗗,321512511234,12
A:ucxb--:0245d8:𤗘,𤗘,3215251112134,13
A:ucxb--:0245d9:𤗙,𤗙,3215413431523,13
A:ucxb--:0245da:𤗚,𤗚,3215125125121,13
A:ucxb--:0245db:𤗛,𤗛,3215125431234,13
A:ucxb--:0245dc:𤗜,𤗜,3215512115154,13
A:ucxb--:0245dd:𤗝,𤗝,312532151134,12
A:ucxb--:0245de:𤗞,𤗞,3125412514512,13
A:ucxb--:0245df:𤗟,𤗟,4143112343215,13
A:ucxb--:0245e0:𤗠,𤗠,3215312343452,13
A:ucxb--:0245e1:𤗡,𤗡,121325113215,12
A:ucxb--:0245e2:𤗢,𤗢,32153321531535,14
A:ucxb--:0245e3:𤗣,𤗣,32151121251234,14
A:ucxb--:0245e4:𤗤,𤗤,32151212511134,14
A:ucxb--:0245e5:𤗥,𤗥,32151212121234,14
A:ucxb--:0245e5:𤗥,𤗥,3215121221234,13
A:ucxb--:0245e6:𤗦,𤗦,32151251254312,14
A:ucxb--:0245e7:𤗧,𤗧,3215325113554,13
A:ucxb--:0245e7:𤗧,𤗧,32153251213554,14
A:ucxb--:0245e8:𤗨,𤗨,321554154132511,15
A:ucxb--:0245e9:𤗩,𤗩,32151223525112,14
A:ucxb--:0245e9:𤗩,𤗩,321521213535112,15
A:ucxb--:0245ea:𤗪,𤗪,321541554413412,15
A:ucxb--:0245eb:𤗫,𤗫,32154134522554,14
A:ucxb--:0245ec:𤗬,𤗬,321525112512531,15
A:ucxb--:0245ed:𤗭,𤗭,321521531534312,15
A:ucxb--:0245ee:𤗮,𤗮,321511212511134,15
A:ucxb--:0245ef:𤗯,𤗯,321525232411121,15
A:ucxb--:0245f0:𤗰,𤗰,321512512212511,15
A:ucxb--:0245f1:𤗱,𤗱,321525111251124,15
A:ucxb--:0245f2:𤗲,𤗲,321554545434333,15
A:ucxb--:0245f3:𤗳,𤗳,3215543345153554,16
A:ucxb--:0245f4:𤗴,𤗴,3215251212511134,16
A:ucxb--:0245f5:𤗵,𤗵,3215224314311134,16
A:ucxb--:0245f6:𤗶,𤗶,3215122112512134,16
A:ucxb--:0245f7:𤗷,𤗷,3215431234354152,16
A:ucxb--:0245f8:𤗸,𤗸,3215121222511134,16
A:ucxb--:0245f9:𤗹,𤗹,3215343123425121,16
A:ucxb--:0245fa:𤗺,𤗺,32155132514143112,17
A:ucxb--:0245fb:𤗻,𤗻,32153513344111251,17
A:ucxb--:0245fb:𤗻,𤗻,32153513354111251,17
A:ucxb--:0245fc:𤗼,𤗼,32151234341252511,17
A:ucxb--:0245fd:𤗽,𤗽,32151212122151234,17
A:ucxb--:0245fd:𤗽,𤗽,3215122122151234,16
A:ucxb--:0245fe:𤗾,𤗾,32152434525125121,17
A:ucxb--:0245ff:𤗿,𤗿,321512125145154121,18
A:ucxb--:024600:𤘀,𤘀,321512151211251124,18
A:ucxb--:024601:𤘁,𤘁,32151224511353334,17
A:ucxb--:024602:𤘂,𤘂,32151222522145354,17
A:ucxb--:024603:𤘃,𤘃,32151331234312342121,20
A:ucxb--:024604:𤘄,𤘄,321512125342512511134,21
A:ucxb--:024604:𤘄,𤘄,321512125352512511134,21
A:ucxb--:024605:𤘅,𤘅,1523521,7
A:ucxb--:024606:𤘆,𤘆,15231523,8
A:ucxb--:024607:𤘇,𤘇,152321251,9
A:ucxb--:024608:𤘈,𤘈,1523321511,10
A:ucxb--:024609:𤘉,𤘉,1523253511,10
A:ucxb--:02460a:𤘊,𤘊,1523345352,10
A:ucxb--:02460b:𤘋,𤘋,15233121534,11
A:ucxb--:02460c:𤘌,𤘌,152313412512,12
A:ucxb--:02460d:𤘍,𤘍,15232115152,11
A:ucxb--:02460d:𤘍,𤘍,152322115121,12
A:ucxb--:02460e:𤘎,𤘎,152352125151,12
A:ucxb--:02460f:𤘏,𤘏,152335152511,12
A:ucxb--:024610:𤘐,𤘐,1523325125214,13
A:ucxb--:024611:𤘑,𤘑,15232521251431,14
A:ucxb--:024612:𤘒,𤘒,11215331341523,14
A:ucxb--:024613:𤘓,𤘓,152344545442522112,18
A:ucxb--:024614:𤘔,𤘔,13112,5
A:ucxb--:024615:𤘕,𤘕,312155,6
A:ucxb--:024616:𤘖,𤘖,312112,6
A:ucxb--:024617:𤘗,𤘗,312155,6
A:ucxb--:024618:𤘘,𤘘,3121251,7
A:ucxb--:024619:𤘙,𤘙,3121531,7
A:ucxb--:02461a:𤘚,𤘚,3121154,7
A:ucxb--:02461b:𤘛,𤘛,3121315,7
A:ucxb--:02461c:𤘜,𤘜,31211354,8
A:ucxb--:02461d:𤘝,𤘝,34533112,8
A:ucxb--:02461d:𤘝,𤘝,35533112,8
A:ucxb--:02461e:𤘞,𤘞,31215344,8
A:ucxb--:02461f:𤘟,𤘟,31213511,8
A:ucxb--:024620:𤘠,𤘠,31211134,8
A:ucxb--:024621:𤘡,𤘡,31213415,8
A:ucxb--:024621:𤘡,𤘡,31213445,8
A:ucxb--:024622:𤘢,𤘢,31211324,8
A:ucxb--:024623:𤘣,𤘣,31214535,8
A:ucxb--:024624:𤘤,𤘤,15153112,8
A:ucxb--:024624:𤘤,𤘤,15353112,8
A:ucxb--:024625:𤘥,𤘥,31211515,8
A:ucxb--:024625:𤘥,𤘥,31211535,8
A:ucxb--:024626:𤘦,𤘦,31213432,8
A:ucxb--:024627:𤘧,𤘧,31123112,8
A:ucxb--:024628:𤘨,𤘨,34453112,8
A:ucxb--:024629:𤘩,𤘩,54543112,8
A:ucxb--:02462a:𤘪,𤘪,31213541,8
A:ucxb--:02462b:𤘫,𤘫,31211525,8
